Metrix_name,uniqueID,Text_
"Use of anti-inflammatories",5763,"80.84% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",5764,"0.02 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",5765,"100% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",5766,"88.69% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",5767,"Performing as or better than expected for 3 out of 4 indicators"
Caring,5768,"Performing as or better than expected for 6 out of 6 indicators"
"Cervical cancer screening",5769,"87.76% of women have attended cervical screening"
"Chronic Disease Management",5770,"Performing as or better than expected for 6 out of 6 indicators"
"CQC priority for inspection",5771,"Low priority (Band 6)"
"Dementia review",5772,"88.89% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",5773,"73.89% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",5774,"77.78% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",5775,"77.37% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",5776,"92.75% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",5777,"84.73% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",5778,"92.61% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",5779,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",5780,"96.56% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",5781,"8.13 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",5782,"10.28 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",5783,"77.85% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",5784,"71.67% of people in at-risk groups have had a flu vaccination"
"Identification of people with",5785,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",5786,"0.57 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",5787,"0.73 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",5788,"82.81% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",5789,"89.42% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",5790,"94.74% of people with schizophrenia"
"Mental health â€“ care plans",5791,"75.00% of patients on the mental health register have an agreed care plan"
"Not overheard in reception",5792,"11.36% of patients reported that they could not be overheard in the reception area"
"Palliative care register",5793,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",5794,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",5795,"94.76% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",5796,"82.76% of patients reported they were satisfied with the opening hours"
Responsive,5797,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",5798,"Performing as or better than expected for 17 out of 17 indicators"
"Seeing preferred GP",5799,"31.24% of patients reported they see or speak to a GP they prefer"
"Smoking support",5800,"96.49% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",5801,"81.53% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",5802,"94.52% of patients felt they were treated with care and concern by their nurse"
"Use of antibiotics",5803,"0.19 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",5804,"3.94% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",5805,"78.28% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",5806,"0.17 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",5807,"100% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",5808,"79.13% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",5809,"Performing as or better than expected for 5 out of 5 indicators"
Caring,5810,"Performing as or better than expected for 6 out of 6 indicators"
"Cervical cancer screening",5811,"83.80% of women have attended cervical screening"
"Chronic Disease Management",5812,"Performing as or better than expected for 6 out of 6 indicators"
"CQC priority for inspection",5813,"Low priority (Band 6)"
"Dementia review",5814,"68.29% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",5815,"71.99% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",5816,"70.62% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",5817,"79.67% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",5818,"94.63% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",5819,"86.28% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",5820,"82.83% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",5821,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",5822,"77.42% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",5823,"18.37 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",5824,"12.33 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",5825,"83.23% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",5826,"68.69% of people in at-risk groups have had a flu vaccination"
"Identification of people with",5827,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",5828,"0.73 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",5829,"0.82 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",5830,"92.71% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",5831,"92.56% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",5832,"91.11% of people with schizophrenia"
"Mental health â€“ care plans",5833,"90.91% of patients on the mental health register have an agreed care plan"
"Not overheard in reception",5834,"14.15% of patients reported that they could not be overheard in the reception area"
"Palliative care register",5835,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",5836,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",5837,"95.48% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",5838,"88.81% of patients reported they were satisfied with the opening hours"
Responsive,5839,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",5840,"Performing as or better than expected for 17 out of 17 indicators"
"Seeing preferred GP",5841,"30.97% of patients reported they see or speak to a GP they prefer"
"Smoking support",5842,"95.54% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",5843,"96.23% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",5844,"97.69% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",5845,"85.71 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",5846,"0.27 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",5847,"8.63% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",5848,"79.56% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",5849,"0.09 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",5850,"100% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",5851,"83.95% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",5852,"Performing as or better than expected for 5 out of 5 indicators"
Caring,5853,"Performing as or better than expected for 6 out of 6 indicators"
"Cervical cancer screening",5854,"76.45% of women have attended cervical screening"
"Chronic Disease Management",5855,"Performing as or better than expected for 6 out of 6 indicators"
"Dementia review",5856,"92.86% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",5857,"69.78% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",5858,"77.29% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",5859,"62.63% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",5860,"97.9% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",5861,"69.62% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",5862,"76.23% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",5863,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",5864,"85.64% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",5865,"25.74 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",5866,"16.84 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",5867,"74.24% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",5868,"50.70% of people in at-risk groups have had a flu vaccination"
"Identification of people with",5869,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",5870,"1.16 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",5871,"0.97 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",5872,"83.78% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",5873,"91.07% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",5874,"70.59% of people with schizophrenia"
"Mental health â€“ care plans",5875,"56.25% of patients on the mental health register have an agreed care plan"
"Palliative care register",5876,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",5877,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",5878,"81.80% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",5879,"87.86% of patients reported they were satisfied with the opening hours"
Responsive,5880,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",5881,"Performing as or better than expected for 13 out of 17 indicators"
"Seeing preferred GP",5882,"43.42% of patients reported they see or speak to a GP they prefer"
"Smoking support",5883,"91.38% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",5884,"80.00% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",5885,"97.20% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",5886,"85.71 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",5887,"0.42 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",5888,"6.22% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",5889,"48.73% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",5890,"0.53 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",5891,"100% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",5892,"86.84% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",5893,"Performing as or better than expected for 5 out of 5 indicators"
Caring,5894,"Performing as or better than expected for 6 out of 6 indicators"
"Cervical cancer screening",5895,"83.03% of women have attended cervical screening"
"Chronic Disease Management",5896,"Performing as or better than expected for 6 out of 6 indicators"
"CQC priority for inspection",5897,"Low priority (Band 6)"
"Dementia review",5898,"98.95% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",5899,"83.2% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",5900,"84.96% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",5901,"82.5% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",5902,"85.41% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",5903,"83.99% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",5904,"77.48% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",5905,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",5906,"48.29% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",5907,"19.98 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",5908,"22.47 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",5909,"67.28% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",5910,"46.25% of people in at-risk groups have had a flu vaccination"
"Identification of people with",5911,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",5912,"0.93 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",5913,"0.94 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",5914,"84.87% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",5915,"82.62% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",5916,"92.86% of people with schizophrenia"
"Mental health â€“ care plans",5917,"91.43% of patients on the mental health register have an agreed care plan"
"Not overheard in reception",5918,"5.87% of patients reported that they could not be overheard in the reception area"
"Palliative care register",5919,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",5920,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",5921,"91.83% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",5922,"81.48% of patients reported they were satisfied with the opening hours"
Responsive,5923,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",5924,"Performing as or better than expected for 16 out of 17 indicators"
"Seeing preferred GP",5925,"29.76% of patients reported they see or speak to a GP they prefer"
"Smoking support",5926,"96.10% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",5927,"85.03% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",5928,"92.37% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",5929,"100 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",5930,"0.40 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",5931,"5.14% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",5932,"71.53% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",5933,"0.35 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",5934,"97.78% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",5935,"84.7% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",5936,"Performing as or better than expected for 5 out of 5 indicators"
Caring,5937,"Performing as or better than expected for 6 out of 6 indicators"
"Cervical cancer screening",5938,"81.70% of women have attended cervical screening"
"Chronic Disease Management",5939,"Performing as or better than expected for 6 out of 6 indicators"
"CQC priority for inspection",5940,"Low priority (Band 6)"
"Dementia review",5941,"92.03% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",5942,"78.89% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",5943,"84.77% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",5944,"72.83% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",5945,"93.36% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",5946,"85.48% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",5947,"83.17% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",5948,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",5949,"54.40% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",5950,"15.53 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",5951,"11.13 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",5952,"73.51% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",5953,"58.51% of people in at-risk groups have had a flu vaccination"
"Identification of people with",5954,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",5955,"0.83 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",5956,"0.89 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",5957,"75.82% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",5958,"84.19% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",5959,"81.22% of people with schizophrenia"
"Mental health â€“ care plans",5960,"65.88% of patients on the mental health register have an agreed care plan"
"Not overheard in reception",5961,"7.62% of patients reported that they could not be overheard in the reception area"
"Palliative care register",5962,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",5963,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",5964,"81.64% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",5965,"80.65% of patients reported they were satisfied with the opening hours"
Responsive,5966,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",5967,"Performing as or better than expected for 17 out of 17 indicators"
"Seeing preferred GP",5968,"28.23% of patients reported they see or speak to a GP they prefer"
"Smoking support",5969,"91.82% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",5970,"85.66% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",5971,"92.82% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",5972,"84.21 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",5973,"0.29 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",5974,"5.28% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",5975,"62.34% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",5976,"0.44 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",5977,"100% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",5978,"86.59% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",5979,"Performing as or better than expected for 5 out of 5 indicators"
Caring,5980,"Performing as or better than expected for 6 out of 6 indicators"
"Cervical cancer screening",5981,"83.48% of women have attended cervical screening"
"Chronic Disease Management",5982,"Performing as or better than expected for 6 out of 6 indicators"
"CQC priority for inspection",5983,"Low priority (Band 6)"
"Dementia review",5984,"80.85% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",5985,"81.73% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",5986,"82.31% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",5987,"84.37% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",5988,"98.71% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",5989,"93.35% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",5990,"92.07% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",5991,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",5992,"94.52% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",5993,"14.75 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",5994,"3.55 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",5995,"83.53% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",5996,"80.70% of people in at-risk groups have had a flu vaccination"
"Identification of people with",5997,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",5998,"0.89 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",5999,"1.02 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",6000,"83.36% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",6001,"88.95% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",6002,"90.91% of people with schizophrenia"
"Mental health â€“ care plans",6003,"100% of patients on the mental health register have an agreed care plan"
"Not overheard in reception",6004,"38.90% of patients reported that they could not be overheard in the reception area"
"Palliative care register",6005,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",6006,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",6007,"93.87% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",6008,"87.25% of patients reported they were satisfied with the opening hours"
Responsive,6009,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",6010,"Performing as or better than expected for 17 out of 17 indicators"
"Seeing preferred GP",6011,"41.87% of patients reported they see or speak to a GP they prefer"
"Smoking support",6012,"97.59% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",6013,"91.62% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",6014,"96.66% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",6015,"72.73 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",6016,"0.26 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",6017,"3.89% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",6018,"74.89% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",6019,"0.29 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",6020,"92.59% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",6021,"83.44% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",6022,"Performing as or better than expected for 5 out of 5 indicators"
Caring,6023,"Performing as or better than expected for 6 out of 6 indicators"
"Cervical cancer screening",6024,"78.34% of women have attended cervical screening"
"Chronic Disease Management",6025,"Performing as or better than expected for 4 out of 6 indicators"
"CQC priority for inspection",6026,"Medium priority (Band 4)"
"Dementia review",6027,"88.37% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",6028,"74.04% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",6029,"71.22% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",6030,"78.14% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",6031,"95.79% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",6032,"83.33% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",6033,"92.56% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",6034,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",6035,"99.19% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",6036,"10.2 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",6037,"7.2 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",6038,"80.57% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",6039,"62.25% of people in at-risk groups have had a flu vaccination"
"Identification of people with",6040,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",6041,"0.69 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",6042,"0.73 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",6043,"94.56% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",6044,"91.74% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",6045,"50.00% of people with schizophrenia"
"Mental health â€“ care plans",6046,"48.78% of patients on the mental health register have an agreed care plan"
"Not overheard in reception",6047,"9.72% of patients reported that they could not be overheard in the reception area"
"Palliative care register",6048,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",6049,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",6050,"97.70% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",6051,"85.48% of patients reported they were satisfied with the opening hours"
Responsive,6052,"Performing as or better than expected for 3 out of 3 indicators"
"Safe and Effective",6053,"Performing as or better than expected for 17 out of 17 indicators"
"Seeing preferred GP",6054,"55.58% of patients reported they see or speak to a GP they prefer"
"Smoking support",6055,"95.38% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",6056,"93.23% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",6057,"94.59% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",6058,"80.00 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",6059,"0.26 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",6060,"4.23% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",6061,"67.63% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",6062,"0.16 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",6063,"97.92% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",6064,"85.99% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",6065,"Performing as or better than expected for 5 out of 5 indicators"
Caring,6066,"Performing as or better than expected for 6 out of 6 indicators"
"Cervical cancer screening",6067,"81.08% of women have attended cervical screening"
"Chronic Disease Management",6068,"Performing as or better than expected for 6 out of 6 indicators"
"CQC priority for inspection",6069,"Low priority (Band 5)"
"Dementia review",6070,"82.42% of patients diagnosed with dementia have had a face to face review"
"Diabetes management  - blood s",6071,"75.84% of patients have had a last recorded blood sugar of 64mmol /mol or less"
"Diabetes management â€“ blood",6072,"80.8% of patients with diabetes have had a last blood pressure reading of 140/80 or less"
"Diabetes management â€“ choles",6073,"77.51% of people with diabetes have had a last total cholesterol of 5mmol/l or less"
"Diabetes management- flu vacci",6074,"99.57% of people with diabetes have had a flu vaccination"
"Diabetes tests â€“ foot examin",6075,"88.51% of people with diabetes have had a foot examination"
"Diabetes tests â€“ micro album",6076,"85.53% of people with diabetes have had micro-albuminuria testing"
"Diagnosing dementia",6077,"is the ratio of reported to expected prevalence of dementia"
"Ease of phone contact",6078,"40.79% of patients reported it was easy to get through to the practice on the phone"
"Emergency admissions for long",6079,"22.45 emergency admissions for ACS conditions per 1000 people"
"Emergency cancer admissions",6080,"18.09 emergency admissions per 100 people on the cancer register"
"Flu vaccination rates (65 year",6081,"74.22% of older people receiving flu vaccination"
"Flu vaccination rates (under 6",6082,"59.47% of people in at-risk groups have had a flu vaccination"
"Identification of people with",6083,"This practice has a learning disabilities register"
"Identifying Chronic Obstructiv",6084,"0.73 is the ratio of reported to expected prevalence of COPD"
"Identifying Coronary Heart Dis",6085,"0.82 is the ratio of reported to expected prevalence of CHD"
"Involved in decision making by",6086,"75.30% of patients felt they were involved in making decisions with their GP"
"Involved in decision making by",6087,"80.30% of patients felt that they were involved in making decisions with their nurse"
"Mental health â€“ alcohol reco",6088,"90.91% of people with schizophrenia"
"Mental health â€“ care plans",6089,"100% of patients on the mental health register have an agreed care plan"
"Not overheard in reception",6090,"7.81% of patients reported that they could not be overheard in the reception area"
"Palliative care register",6091,"The practice does have a register of all patients in need of palliative care"
"Palliative care review",6092,"This practice does have regular reviews of patients on the palliative care register"
"Patient experience",6093,"73.54% of patients felt that their overall experience was good or very good"
"Patient satisfaction with open",6094,"76.91% of patients reported they were satisfied with the opening hours"
Responsive,6095,"Performing as or better than expected for 2 out of 3 indicators"
"Safe and Effective",6096,"Performing as or better than expected for 16 out of 17 indicators"
"Seeing preferred GP",6097,"20.23% of patients reported they see or speak to a GP they prefer"
"Smoking support",6098,"95.11% of people with identified conditions whose smoking status is recorded"
"Treated with care and concern",6099,"75.77% of patients felt they were treated with care and concern by their GP"
"Treated with care and concern",6100,"90.50% of patients felt they were treated with care and concern by their nurse"
"Treatment for osteoporosis in",6101,"72.73 % of patients were treated with an appropriate bone sparing agent"
"Use of antibiotics",6102,"0.31 antibacterial items are prescribed per standardised prescribing unit"
"Use of antibiotics -  Cephalos",6103,"3.66% of antibacterial items prescribed are made up of cephalosporin or quinolones"
"Use of anti-inflammatories",6104,"68.30% of NSAIDs prescribed are made up of naproxen or ibuprofen"
"Use of sleeping tablets",6105,"0.72 hypnotics items are prescribed per standardised prescribing unit"
"Atrial Fibrillation â€“ preven",6106,"100% of patients with atrial fibrillation are currently treated with an anti-coagulant drug therapy or an anti-platelet therapy"
"Blood pressure management",6107,"72.66% of patients have had a last blood pressure reading of 150/90 or below"
"Care of Over 75s",6108,"Performing as or better than expected for 5 out of 5 indicators"
Caring,6109,"Performing as or better than expected for 6 out of 6 indicators"
"Cervical cancer screening",6110,"80.05% of women have attended cervical screening"
"Chronic Disease Management",6111,"Performing as or better than expected for 6 out of 6 indicators"
"CQC priority for inspection",6112,"Low priority (Band 5)"
